Filename,Brand,Age,Step Therapy Requirements Documented in Policy,Number of Steps through Brands,Number of Steps through Generic,Step through-Phototherapy,TB Test required,Quantity Limits,Specialist Types,Initial Authorization Duration(in-months),Reauthorization Duration(in-months),Reauthorization Required,Reauthorization Requirements Documented in Policy,Access Score
269830-4591538.pdf,ENBREL,>=18,"Patient meets the standard Inflammatory Conditions – Bimzelx Prior Authorization Policy criteria for plaque psoriasis; AND 
Patient has tried ONE of Enbrel, an adalimumab product, Otezla, Skyrizi subcutaneous, Sotyktu, Stelara subcutaneous, Taltz, or Tremfya. 

OR 
Patient meets BOTH of the following (i and ii): 
i. Patient meets the standard Inflammatory Conditions – Siliq Prior Authorization Policy criteria for plaque psoriasis; AND 
ii. Patient has tried TWO of Enbrel, an adalimumab product, Otezla, Skyrizi subcutaneous, Sotyktu, Stelara subcutaneous, Taltz, or Tremfya [documentation required].",1,"Based on the provided context, the number of steps through generic for ENBREL in PsO is:",No,NA,NA,Dermatologist,Unspecified,12,Yes,"For ENBREL PsO, the reauthorization/renewal criteria text is:

""Approval for a patient continuing therapy with a Non-Preferred subcutaneous or oral Product must be supported with verification, noted in the criteria as either [verification in prescription claims history required] or, if not available, as [verification by prescriber required]. 

o If the patient has at least 130 days of prescription claims history on file, claims history must support that the patient has received the Non-Preferred Product for the specified period of time (90 or 120 days) within a 130-day look-back period; OR 
o When 130 days of the patient’s prescription claim history file is unavailable for verification, the prescriber must verify that the patient has been receiving the Non-Preferred Product for a specified period of time (90 or 120 days), AND that the patient has been receiving the Non-Preferred Product via paid claims (e.g., patient has not been receiving samples or coupons or other types of waivers in order to obtain access to the Non-Preferred Product).",50
270625-4631548.pdf,ILUMYA,>=18,"When a benefit, coverage of Ilumya may be approved when all of the following criteria are met (a. through e.): 
a. The member is 18 years of age or older. 
b. The member has a diagnosis of moderate to severe PsO. 
c. The medication is prescribed by or in consultation with a dermatologist. 
d. The member meets one (1) of the following criteria (i., ii., or iii.): 
i. The member has experienced therapeutic failure or intolerance to phototherapy (e.g., PUVA, UVB). 
ii. The member has experienced therapeutic failure or intolerance to at least one (1) systemic therapy (e.g., methotrexate). 
iii. The member is contraindicated to both phototherapy and systemic therapy. 
e. The member has experienced therapeutic failure or intolerance to at least two (2) step 1 or 2 plan-preferred agents for the treatment of PsO (see Table 1).",2,1,No,NA,"When prior authorization is approved, Ilumya may be authorized in quantities as follows: 
Diagnosis 
Induction Therapy 
Maintenance Therapy 
PsO 
Two (2) prefilled syringes within 
the first four (4) weeks of therapy 
One (1) prefilled syringe every 
twelve (12) weeks",Dermatologist,Unspecified,Unspecified,Yes,1. The prescriber attests that the member has demonstrated disease stability or a beneficial response to therapy.,25
283789-5060638.pdf,ENBREL,>=18,"For psoriasis, individual has had a prior trial and inadequate response to either of the following (AAD 2009): Any two (2) topical corticosteroids or any one (1) topical corticosteroids plus calcipotriene.",NA,2,No,NA,NA,NA,12,12,Yes,"For psoriasis, individual has had a prior trial and inadequate response to either of the following (AAD 2009): Any two (2) topical corticosteroids or any one (1) topical corticosteroids plus calcipotriene. For psoriasis use greater than 1 year, efficacy must be documented for continued use. Documentation may include chart notes, consultation notes.",50
287728-4459856.pdf,STELARA,FDA labelled age,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,NA,50
308650-4595103.pdf,ACITRETIN,FDA labelled age,"Diagnosed with severe psoriasis 
• Patient is unresponsive to at least 2 conventional therapies 
(topical corticosteroids, vitamin D analogs, Tazorac, topical 
tacrolimus, Elidel, phototherapy).",2,2,No,NA,NA,Dermatologist,6,12,Yes,"PsO: Documentation of positive clinical response to therapy as evidenced by one of the following: reduction in the body surface area (BSA) involvement from baseline, or improvement in symptoms (e.g., pruritus, inflammation) from baseline. 
AND 
Clinical documentation of provider follow-up indicating safety AND efficacy with medication adherence over previous approval duration. 
AND 
Renewal Criteria: Documentation of continued effectiveness. 
For females able to bear children: Documentation of required pregnancy monitoring AND continued effectiveness.",25
315085-4653251.pdf,OTEZLA,FDA labelled age,"Use of ONE preferred TNF (Cyltezo, Enbrel, Hadlima, or Humira) is required for diagnoses adult psoriatic arthritis or juvenile idiopathic arthritis",1,NA,No,NA,NA,Dermatologist,12,Unspecified,Yes,NA,50
326557-4901234.pdf,AMJEVITA,>=2,"For AMJEVITA in Plaque Psoriasis, the step therapy requirements documented in the policy are not explicitly stated in the provided context. However, based on the information given for other brands and the general approach to psoriasis treatment, the relevant text that could apply universally or be related to the indication is:

""No specific biologic drug/class is recommended as first-line for all patients with psoriasis, and instead choice of therapy should be individualized based on patient specific factors... 
Systemic non-biologic therapies, such as methotrexate, cyclosporine, and acitretin, are options for moderate to severe psoriasis. Biologic therapies (e.g., adalimumab, etanercept, infliximab, ustekinumab) have also shown efficacy in moderate to severe plaque psoriasis...""

And from the reauthorization criteria for other brands, which might imply a general approach:
""1. The patient has been treated with the requested agent within the past 90 days OR 
2. The prescriber states the patient has been treated with the requested agent within the past 90 days AND is at risk if therapy is changed OR 
B. ALL of the following:
1. The patient has an FDA labeled indication or an indication supported in compendia for the requested agent and route of administration AND ONE of the following:
A. The patient has a diagnosis of active psoriatic arthritis (PsA) AND ONE of the following:
1. The patient has ONE of the following:
A. Has tried and had an inadequate response to ONE conventional agent (i.e., cyclosporine, leflunomide, methotrexate, sulfasalazine) used in the treatment of PsA after at least a 3-month duration of therapy OR""

Since AMJEVITA is not explicitly mentioned, and the provided context does not directly address step therapy for AMJEVITA in Plaque Psoriasis, the specific step therapy requirements for AMJEVITA are not directly stated. However, the above text provides a general approach to treating psoriasis and could imply that patients should have tried conventional agents before moving to biologics like AMJEVITA.",NA,1,No,Yes,"Amjevita adalimumab-atto soln prefilled syringe 40 MG/0.4ML 2 Syringes 28, 
Amjevita adalimumab-atto soln prefilled syringe 40 MG/0.8ML 2 Syringes 28, 
Amjevita adalimumab-atto soln prefilled syringe 20 MG/0.4ML 2 Syringes 28, 
Amjevita adalimumab-atto soln prefilled syringe 20 MG/0.2ML 2 Syringes 28, 
Amjevita adalimumab-atto soln prefilled syringe 10 MG/0.2ML 2 Syringes 28.",Dermatologist,12,12,Yes,The patient has been treated with the requested agent (starting on samples is not approvable) within the past 90 days OR the prescriber states the patient has been treated with the requested agent (starting on samples is not approvable) within the past 90 days AND is at risk if therapy is changed.,50
330107-4979411.pdf,YESINTEK,>=6,"For YESINTEK (ustekinumab-kfce) in Plaque Psoriasis (moderate-to-severe), the step therapy requirements documented in the policy are:

""The patient is unable to take Yesintek (ustekinumab-kfce), where indicated, for the given diagnosis due to a trial and inadequate treatment response or intolerance, or a contraindication. Documentation is required for approval.

For Plaque psoriasis (PsO), initial requests require:
• Chart notes or medical record documentation of affected area(s) and body surface area (BSA) affected (if applicable).
• Chart notes, medical record documentation, or claims history supporting previous medications tried (if applicable), including response to therapy. If therapy is not advisable, documentation of clinical reason to avoid therapy.

Continuation requests require:
Chart notes or medical record documentation of decreased body surface area (BSA) affected and/or improvement in signs and symptoms.

Additionally, authorization of 12 months may be granted for members 6 years of age and older who have previously received a biologic or targeted synthetic drug indicated for treatment of moderate to severe plaque psoriasis, or who achieve or maintain a positive clinical response as evidenced by low disease activity or improvement in signs and symptoms of the condition, with either reduction in body surface area (BSA) affected from baseline or improvement in signs and symptoms from baseline.",1,3,No,Yes,NA,Dermatologist,12,12,Yes,"Continuation of Therapy 
Plaque psoriasis (PsO)  
Authorization of 12 months may be granted for all members 6 years of age and older 
(including new members) who are using the requested medication for moderate to severe 
plaque psoriasis and who achieve or maintain a positive clinical response as evidenced by 
low disease activity or improvement in signs and symptoms of the condition when either of 
the following is met: 
•  Reduction in body surface area (BSA) affected from baseline 
•  Improvement in signs and symptoms from baseline (e.g., itching, redness,  
flaking, scaling, burning, cracking, pain)",50
361202-4967201.pdf,TREMFYA,FDA labelled age,NA,NA,NA,No,NA,NA,NA,6,6,Yes,NA,50
377585-4984547.pdf,STELARA,>=6,NA,NA,NA,No,Yes,NA,Rheumatologist,6,NA,NA,NA,50
