Filename,Brand,Age,Step Therapy Requirements Documented in Policy,Number of Steps through Brands,Number of Steps through Generic,Step through-Phototherapy,TB Test required,Quantity Limits,Specialist Types,Initial Authorization Duration(in-months),Reauthorization Duration(in-months),Reauthorization Required,Reauthorization Requirements Documented in Policy,Access Score
269830-4591538.pdf,ENBREL,NA,"Patient meets the standard Inflammatory Conditions – Bimzelx Prior Authorization Policy criteria for plaque psoriasis; AND 
Patient has tried ONE of Enbrel, an adalimumab product, Otezla, Skyrizi subcutaneous, Sotyktu, Stelara subcutaneous, Taltz, or Tremfya. 

OR 
Patient meets BOTH of the following (i and ii): 
i. Patient meets the standard Inflammatory Conditions – Siliq Prior Authorization Policy criteria for plaque psoriasis; AND 
ii. Patient has tried TWO of Enbrel, an adalimumab product, Otezla, Skyrizi subcutaneous, Sotyktu, Stelara subcutaneous, Taltz, or Tremfya [documentation required]. 

OR 
Patient meets BOTH of the following (i and ii): 
i. Patient meets the standard Inflammatory Conditions – Rinvoq/LQ Prior Authorization Policy criteria; AND 
ii. Patient has tried one of Enbrel or an adalimumab product; OR",1,269830,No,NA,"NA

No quantity limits are mentioned in the provided context for ENBREL in the treatment of Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe).",Dermatologist,3,NA,Yes,"Continuation of Therapy: Approval for a patient continuing therapy with ENBREL must be supported with verification, noted in the criteria as either [verification in prescription claims history required] or, if not available, as [verification by prescriber required]. 

o If the patient has at least 130 days of prescription claims history on file, claims history must support that the patient has received ENBREL for the specified period of time (90 or 120 days) within a 130-day look-back period; OR 
o When 130 days of the patient’s prescription claim history file is unavailable for verification, the prescriber must verify that the patient has been receiving ENBREL for a specified period of time (90 or 120 days), AND that the patient has been receiving ENBREL via paid claims (e.g., patient has not been receiving samples or coupons or other types of waivers in order to obtain access to ENBREL).",25
270625-4631548.pdf,ILUMYA,>=18,"The step therapy requirements for ILUMYA in Plaque Psoriasis (moderate-to-severe) are as follows:

""The member meets one (1) of the following criteria (i., ii., or iii.): 
i. The member has experienced therapeutic failure or intolerance to phototherapy (e.g., PUVA, UVB). 
ii. The member has experienced therapeutic failure or intolerance to at least one (1) systemic therapy (e.g., methotrexate). 
iii. The member is contraindicated to both phototherapy and systemic therapy. 
e. The member has experienced therapeutic failure or intolerance to at least two (2) step 1 or 2 plan-preferred agents for the treatment of PsO (see Table 1).",2,2,Yes,No,"For ILUMYA (tildrakizumab), the quantity limits are as follows:

- Induction Therapy: Two (2) prefilled syringes within the first four (4) weeks of therapy
- Maintenance Therapy: One (1) prefilled syringe every twelve (12) weeks",Dermatologist,NA,12,Yes,The member has demonstrated disease stability or a beneficial response to therapy.,0
283789-5060638.pdf,ENBREL,>=6,"For ENBREL in Plaque Psoriasis (moderate-to-severe), the Step Therapy Requirements Documented in Policy are:

""Patient has had a prior trial and inadequate response to either of the following (AAD 2009): Any two (2) topical corticosteroids or any one (1) topical corticosteroids plus calcipotriene. For psoriasis use greater than 1 year, efficacy must be documented for continued use. Documentation may include chart notes, consultation notes.",0,2,No,NA,"NA

No quantity limits are explicitly stated in the provided document context for ENBREL in the treatment of Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe).",NA,12,12,Yes,"Verification of previous improvement in disease activity following treatment with ENBREL indicating a therapeutic response including lack of disease progression, AND individual is using in combination with standard therapy (for example, topical therapies, phototherapy, or systemic agents).",75
287728-4459856.pdf,STELARA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"NA

The provided context does not contain specific reauthorization criteria for STELARA (PsO) / Plaque Psoriasis (moderate-to-severe). The general reauthorization criteria mentioned apply to ""medications for multiple myeloma (MM)"" and do not specifically mention STELARA or PsO.",75
308650-4595103.pdf,ACITRETIN,>=18 (FDA labelled age for PsO),"For ACITRETIN in Plaque Psoriasis (moderate-to-severe), the Step Therapy Requirements Documented in Policy are:

""Diagnosed with severe psoriasis 
• Patient is unresponsive to at least 2 conventional therapies 
(topical corticosteroids, vitamin D analogs, Tazorac, topical 
tacrolimus, Elidel, phototherapy). 
Females of childbearing age AND able to bear children must comply with 
ALL the following: 
• 2 negative urine or serum pregnancy tests prior to therapy 
• commit to using 2 effective forms of birth control starting 1 
month prior to acitretin treatment monthly pregnancy tests during 
therapy 
Prescribed by a dermatologist.",1,2,No,NA,"7-day maximum quantity limit, equal to or less than 50 MED [morphine equivalents per day]. For opioid experienced (greater than or equal to 15 days filled in previous 120 days): equal to or less than 90 MED [morphine equivalents per day].",Dermatologist,12,12,Yes,Renewal Criteria: Documentation of continued effectiveness. Renewal Criteria for females able to bear children: Documentation of required pregnancy monitoring AND continued effectiveness.,50
315085-4653251.pdf,OTEZLA,>=18,NA,1,NA,NA,NA,"NA

The document context does not mention any quantity limits for OTEZLA. It only discusses coverage duration, prescriber restrictions, and other criteria.",Dermatologist,12,12,Yes,"NA

The policy document does not explicitly mention reauthorization requirements for OTEZLA in the context of Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe). It only discusses initial approval criteria and coverage duration.",50
326557-4901234.pdf,AMJEVITA,NA,"No specific step therapy requirements are documented in the policy for AMJEVITA in Plaque Psoriasis. However, the policy mentions the following general information:

* No specific biologic drug/class is recommended as first-line for all patients with psoriasis.
* Primary failure for biologics is defined as initial nonresponse to treatment.
* Failure of one biologic therapy does not preclude successful response to another biologic therapy.
* Concomitant use of MTX with a biologic may increase drug survival by limiting antibody formation.

For pediatric patients, the policy recommends the following step therapy options:

* Topical corticosteroids as the mainstay option.
* Topical calcineurin inhibitors as a treatment option for psoriasis of the face, genitalia, and body folds.
* Vitamin D analogues as a treatment option for childhood plaque psoriasis.
* Phototherapy may be efficacious and well tolerated for pediatric patients with generalized psoriasis or localized psoriasis refractory to topical agents.
* Systemic non-biologic therapies, such as methotrexate, cyclosporine, and acitretin, as options for moderate to severe psoriasis.
* Biologic therapies (e.g., adalimumab, etanercept, infliximab, ustekinumab) have also shown efficacy in moderate to severe plaque psoriasis in this patient population.

Since no specific step therapy requirements are documented in the policy for AMJEVITA in Plaque Psoriasis, the extracted value is:

""NA",1,1,No,Yes,"[Source: 326557-4901234.pdf | Section: DAYS | Page: 43 | Brands: AMJEVITA, ADALIMUMAB, HUMIRA]
Amjevita
adalimumab-
atto soln
prefilled
syringe
- 40 MG/0.4ML: 2 Syringes, 28 DAYS
- 40 MG/0.8ML: 2 Syringes, 28 DAYS
- 20 MG/0.4ML: 2 Syringes, 28 DAYS
- 20 MG/0.2ML: 2 Syringes, 28 DAYS
- 10 MG/0.2ML: 2 Syringes, 28 DAYS",NA,NA,NA,Yes,"NA

The provided context does not contain explicit reauthorization criteria for AMJEVITA (Ustekinumab) for the indication of Psoriasis (PsO). The context contains general reauthorization criteria for multiple brands and indications, but specific criteria for AMJEVITA are not documented.",50
330107-4979411.pdf,YESINTEK,>=6,"The step therapy requirements documented in policy for YESINTEK in Plaque Psoriasis (moderate-to-severe) are as follows:

""The patient is unable to take Yesintek (ustekinumab-kfce), where indicated, for the given diagnosis due to a trial and inadequate treatment response or intolerance, or a contraindication. Documentation is required for approval.

For initial requests:
• Chart notes or medical record documentation of affected area(s) and body surface area (BSA) affected (if applicable).
• Chart notes, medical record documentation, or claims history supporting previous medications tried (if applicable), including response to therapy. If therapy is not advisable, documentation of clinical reason to avoid therapy.

For continuation requests:
• Chart notes or medical record documentation of decreased body surface area (BSA) affected and/or improvement in signs and symptoms.""

Additionally, authorization of 12 months may be granted for members 6 years of age and older who have previously received a biologic or targeted synthetic drug (e.g., Sotyktu, Otezla) indicated for treatment of moderate to severe plaque psoriasis.","Based on the provided context, the extracted value for ""Number of Steps through Brands"" is:",1,NA,Yes,"NA

The provided context does not mention ""YESINTEK"" or its generic name ""USTEKINUMAB"" explicitly. However, it does mention ""Stelara (ustekinumab)"" and other biosimilars. Since the context does not explicitly mention ""YESINTEK"", I will output ""NA"".",Dermatologist,12,12,Yes,"Continuation of Therapy for Plaque psoriasis (PsO)1-14,19,24,25: 
Authorization of 12 months may be granted for all members 6 years of age and older 
(including new members) who are using the requested medication for moderate to severe 
plaque psoriasis and who achieve or maintain a positive clinical response as evidenced by 
low disease activity or improvement in signs and symptoms of the condition when either of 
the following is met: 
•  Reduction in body surface area (BSA) affected from baseline 
•  Improvement in signs and symptoms from baseline (e.g., itching, redness,  
flaking, scaling, burning, cracking, pain)",50
361202-4967201.pdf,TREMFYA,NA,"**Step Therapy Requirements Documented in Policy:**

""NA"" (No information available in the provided context regarding step therapy requirements for TREMFYA in Plaque Psoriasis)",2,NA,No,NA,NA,NA,NA,NA,NA,NA,50
377585-4984547.pdf,STELARA,NA,"**Step Therapy Requirements Documented in Policy**

For Plaque Psoriasis (moderate-to-severe), the following step therapy requirements apply:

1. The patient must have previously received a biologic or a non-biologic systemic agent for the treatment of moderate-to-severe plaque psoriasis, and have had an inadequate response to the previous therapy.
2. The patient must have a body surface area (BSA) of 10% or greater.
3. The patient must have phototherapy as part of their treatment regimen.
4. The patient must have tried and failed at least one non-biologic systemic agent for the treatment of moderate-to-severe plaque psoriasis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
